judge_id,candidate_id,case_id,run_index,correct_diagnosis_index
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412528,1,0
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412535,0,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412536,2,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412539,1,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412536,0,0
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412532,2,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412535,0,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412531,0,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412532,0,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412537,0,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412531,0,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412538,0,0
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412531,2,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412528,0,0
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412533,2,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412535,2,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412538,1,0
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412535,2,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412531,1,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412538,1,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412533,1,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412528,2,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412538,2,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412536,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412533,2,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412538,1,0
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412538,0,0
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412539,2,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412535,1,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412537,2,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412539,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412536,1,0
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412516,1,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412515,1,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412516,0,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412513,2,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412527,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412513,1,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412513,1,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412514,1,0
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412524,1,0
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412517,2,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412513,0,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412515,2,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412524,1,0
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412516,0,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412514,0,0
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412527,1,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412527,2,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412516,1,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412520,1,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412527,2,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412517,1,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412515,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412526,0,0
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412514,0,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412513,2,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412516,0,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412520,2,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412514,2,0
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412520,1,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412526,1,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412514,2,0
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412518,1,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412514,2,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412524,0,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412513,0,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412520,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412514,2,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412514,1,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412515,1,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412518,1,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412517,1,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412522,1,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412526,2,0
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412513,0,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412522,2,0
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412527,2,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412520,0,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412515,0,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412522,0,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412520,2,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412514,0,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412524,2,0
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412527,1,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412522,0,0
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412526,2,0
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412526,1,0
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412518,2,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412516,2,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412522,1,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412526,0,0
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412524,0,0
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412518,2,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412522,0,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412516,2,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412515,0,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412520,2,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412513,1,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412513,0,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412526,0,0
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412515,2,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412513,1,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412527,1,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412516,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412515,0,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412527,2,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412513,0,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412522,1,0
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412522,2,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412522,2,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412517,1,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412520,2,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412515,0,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412516,2,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412526,1,0
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412522,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412516,2,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412517,0,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412516,1,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412516,0,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412527,1,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412518,0,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412517,2,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412527,0,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412517,0,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412524,1,1
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412517,2,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412524,1,3
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412518,0,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412526,0,0
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412522,1,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412526,2,0
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412515,1,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412527,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412518,0,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412517,0,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412518,2,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412518,2,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412515,2,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412526,1,0
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412518,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412520,2,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412514,0,0
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412515,2,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412518,1,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412527,2,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412517,1,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412518,1,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412516,1,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412520,0,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412520,1,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412526,1,0
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412517,2,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412514,0,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412527,0,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412515,1,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412524,1,0
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412524,0,1
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412517,0,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412515,2,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412515,1,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412524,0,0
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412520,0,4
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412517,2,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412526,0,0
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412514,1,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412522,1,0
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412516,1,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412524,2,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412517,0,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2412513,1,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412518,1,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412527,0,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412522,0,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412520,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412518,2,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412513,2,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412527,1,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412524,2,0
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412526,2,0
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412526,2,0
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412522,2,1
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412516,2,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412514,1,0
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412524,2,0
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412518,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412522,2,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412524,0,0
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412520,1,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412513,2,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2412513,2,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2412514,1,0
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412517,1,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2412520,1,3
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412524,2,0
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2412514,2,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2201240,2,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2300907,2,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2300910,0,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2300973,2,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2300973,1,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2300904,1,0
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2300906,0,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2402492,0,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2402496,2,0
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2402498,2,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2402498,2,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2300907,0,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2300910,2,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2201249,0,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2300906,1,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2402493,2,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2402492,0,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2300907,1,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2300904,1,0
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2300906,0,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2300904,0,0
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2402492,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2402493,2,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2300903,2,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2300911,1,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2201240,1,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2402498,1,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2300907,1,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2300907,0,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2300904,2,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2402493,0,0
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2201249,0,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2201248,0,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2300968,2,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2402492,2,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2300973,0,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2300903,0,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2300908,2,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2402499,2,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2300973,2,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2301032,1,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2300906,0,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2201240,0,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2300968,0,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2300904,0,0
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2402496,0,0
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2201240,1,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2201248,2,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2300906,2,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2300903,1,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2300907,0,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2300968,2,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2402498,1,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2300908,1,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2402492,1,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2300911,2,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2211356,0,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2300907,2,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2300973,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2402496,1,0
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2300910,1,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2201248,1,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2211356,2,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2300908,2,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2402492,0,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2300911,2,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2300968,0,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2201249,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2201249,0,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2301032,1,0
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2300906,0,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2300903,1,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2402492,0,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2300903,2,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2201248,2,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2300907,0,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2201240,1,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2201249,1,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2301032,0,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2201249,1,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2300910,0,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2402492,2,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2201249,2,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2300908,0,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2402493,1,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2402498,2,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2301032,1,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2300908,1,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2300968,1,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2211356,1,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2300908,0,0
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2201240,0,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2300973,0,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2300908,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2300910,2,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2300903,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2300904,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2300908,0,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2300904,0,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2300973,1,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2402492,2,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2300908,1,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2201248,0,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2300906,2,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2201240,2,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2402499,0,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2300908,2,0
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2300910,0,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2402493,2,0
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2201240,0,
gpt-5-2025-08-07,llama-3.3-70b-versatile,NEJMcpc2300911,2,
gpt-5-2025-08-07,llama-3.1-8b-instant,NEJMcpc2300911,0,
gpt-5-2025-08-07,meta-llama/llama-4-scout-17b-16e-instruct,NEJMcpc2300905,2,
gpt-5-2025-08-07,o3-2025-04-16,NEJMcpc2300911,1,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2300968,0,
gpt-5-2025-08-07,meta-llama/llama-4-maverick-17b-128e-instruct,NEJMcpc2201248,2,
